UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_rolling_mean,Air_temperature_rolling_std,Process_temperature_rolling_mean,Process_temperature_rolling_std,Rotational_speed_rolling_mean,Rotational_speed_rolling_std,Torque_rolling_mean,Torque_rolling_std,Tool_wear_rolling_mean,Tool_wear_rolling_std,Air_temperature_roc,Process_temperature_roc,Rotational_speed_roc,Torque_roc,Tool_wear_roc,power_proxy,temp_delta,Ambient_Temperature,Load_Density,Humidity,Shift_Afternoon,Shift_Morning,Shift_Night,Type_H,Type_L,Type_M,Temp_Differential,Stress_Index
11,H29424,298.4,308.9,1782,23.9,24,0,0,0,0,0,0,298.22,0.1398411797560165,308.69,0.1523883926755097,1544.7,140.10000396542162,38.02,8.377721779948432,12.8,6.988880056521535,-0.1000000000000227,-0.1000000000000227,41.0,-4.100000000000001,3.0,42589.8,10.5,22.682911535937688,35.81072627646106,58.02949926519495,False,True,False,True,False,False,13.067088464062312,8.594574306350655
12,H29425,298.6,309.1,1423,44.3,29,0,0,0,0,0,0,298.26,0.1837873166945515,308.73,0.2002775851440285,1546.2,138.5454598478221,37.82,8.179622376505062,15.4,7.734482673212361,0.2000000000000454,0.2000000000000454,-359.0,20.4,5.0,63038.9,10.5,22.671351232148716,62.08994785613704,54.480982133510246,True,False,False,True,False,False,13.27864876785133,18.00608487827974
13,M14872,298.6,309.1,1339,51.1,34,0,0,0,0,0,0,298.31,0.2024845673132014,308.79,0.2131770260709857,1530.3,153.0555817705161,37.99,8.459898869897264,18.3,8.769264507357503,0.0,0.0,-84.0,6.800000000000004,5.0,68422.90000000001,10.5,26.20981135783017,60.13119572653333,44.13772305719001,False,True,False,False,False,True,9.740188642169876,20.44460654702133
14,M14873,298.6,309.2,1742,30.0,37,0,0,0,0,0,0,298.35,0.2173067468401398,308.85,0.2368778400592765,1561.2,162.15068437858804,37.04,8.798131114680618,21.3,9.569047322835576,0.0,0.0999999999999659,403.0,-21.1,3.0,52260.0,10.599999999999966,15.43359877671101,36.834735971258546,39.5364996431258,True,False,False,False,False,True,20.616401223289003,13.628852309365662
15,L47194,298.6,309.2,2035,19.6,40,0,0,0,0,0,0,298.39,0.2233582075700818,308.9,0.2538591035288872,1623.9,210.3803169922933,35.0,10.276402310363514,24.4,10.145606602531627,0.0,0.0,293.0,-10.4,3.0,39886.0,10.599999999999966,16.375410837434835,29.702410322940892,55.22971573896945,False,True,False,False,True,False,19.674589162565177,11.880964129176357
16,L47195,298.6,309.2,1542,48.4,42,0,0,0,0,0,0,298.44,0.2065591117978258,308.96,0.2458545188612628,1635.6,201.1401943366313,35.65,10.94514098178325,27.5,10.33064481154116,0.0,0.0,-493.0,28.8,2.0,74632.8,10.599999999999966,22.188562353795135,63.39308779289781,49.28485990727018,False,True,False,False,True,False,13.861437646204877,26.62509687301708
17,M14876,298.6,309.2,1311,46.6,44,0,0,0,0,0,0,298.49,0.1728840330653417,309.02,0.2201009869230887,1610.9,225.4277169195385,36.07,11.30752453506563,30.5,10.33064481154116,0.0,0.0,-231.0,-1.7999999999999972,2.0,61092.6,10.599999999999966,19.93584439832788,55.467044907393884,36.60729684514699,True,False,False,False,False,True,16.11415560167213,24.405499759253306
18,M14877,298.7,309.2,1410,45.6,47,0,0,0,0,0,0,298.55000000000007,0.1178511301979952,309.08000000000004,0.1686548085425958,1599.2,233.16937096358865,36.61,11.650412486736734,33.6,10.145606602531632,0.0999999999999659,0.0,99.0,-1.0,3.0,64296.0,10.5,26.571236662976368,61.82161580528779,34.83141583491681,True,False,False,False,False,True,9.478763337023643,29.05615942848526
19,H29432,298.8,309.2,1306,54.5,50,0,0,0,0,0,0,298.6,0.1054092553392399,309.13,0.1059349905476743,1563.1,248.9196434371722,39.2,12.51843085658547,36.8,9.715966241192904,0.1000000000000227,0.0,-104.0,8.899999999999999,3.0,71177.0,10.399999999999975,20.459879622393945,67.5747887703168,40.412962708564166,True,False,False,True,False,False,15.590120377606066,33.7873943851584
20,M14879,298.9,309.3,1632,32.5,55,0,0,0,0,0,0,298.64,0.1349897115423419,309.16,0.1074967699778926,1552.2,242.56948603555972,39.65,12.14644438142748,40.2,9.51957048517539,0.0999999999999659,0.1000000000000227,326.0,-22.0,5.0,53040.0,10.400000000000034,17.938481493323543,51.400822675381434,68.2096722526623,False,True,False,False,False,True,18.21151850667649,28.270452471459787
21,H29434,298.9,309.3,1375,42.7,58,0,0,0,0,0,0,298.69,0.1286683937710401,309.2,0.066666666667678,1511.5,233.71076616669225,41.53,10.82035633013586,43.6,9.15544768005489,0.0,0.0,-257.0,10.200000000000005,3.0,58712.50000000001,10.400000000000034,32.32824384460777,63.46833263846206,72.13277918011303,False,True,False,True,False,False,3.821756155392265,36.811632930307994
22,L47201,298.8,309.3,1450,44.8,63,0,0,0,0,0,0,298.71,0.1286683937710541,309.22,0.0632455532044769,1514.2,232.72864504014603,41.58,10.835722813402386,47.0,9.439868172337546,-0.0999999999999659,0.0,75.0,2.0999999999999943,5.0,64959.99999999999,10.5,23.871118497567323,61.50612681846191,52.0498914730891,False,False,True,False,True,False,12.27888150243271,38.748859895631
23,M14882,298.9,309.3,1581,30.7,65,0,0,0,0,0,0,298.74,0.134989711542383,309.23999999999995,0.0516397779508376,1538.4,224.9381149462128,39.540000000000006,10.764365079072505,50.1,9.780365819106969,0.0999999999999659,0.0,131.0,-14.099999999999998,2.0,48536.7,10.400000000000034,25.33764102343962,46.88336250557211,51.48942796241288,True,False,False,False,False,True,10.812358976560414,30.47418562862187
24,L47203,299.0,309.4,1758,25.7,68,0,0,0,0,0,0,298.78000000000003,0.1475729574748138,309.26,0.0699205898790666,1540.0,226.59802882343604,39.11,11.262173660335542,53.2,10.07527225990005,0.1000000000000227,0.0999999999999659,177.0,-5.0,3.0,45180.6,10.399999999999975,17.87625906893272,33.87487058873701,46.63679628170479,False,False,True,False,True,False,18.37374093106728,23.034912000341166
25,M14884,299.0,309.4,1561,37.3,70,0,0,0,0,0,0,298.82,0.1475729574748583,309.28000000000003,0.078881063775613,1492.6,147.2218280917158,40.88,9.023647944275211,56.2,10.174041041351831,0.0,0.0,-197.0,11.599999999999998,2.0,58225.3,10.399999999999975,22.278086377374088,52.52170444315445,40.65514651690498,False,True,False,False,False,True,13.971913622625912,36.765193110208116
26,L47205,299.0,309.5,1861,23.3,73,0,0,0,0,0,0,298.86,0.1349897115425169,309.31,0.0994428926019631,1524.5,188.02201407754845,38.37,10.123355833582728,59.3,10.08904796741939,0.0,0.1000000000000227,300.0,-13.999999999999996,3.0,43361.3,10.5,25.55461294854933,37.80635604570098,63.75179057607244,False,True,False,False,True,False,10.795387051450692,27.598639913361716
27,L47206,299.1,309.5,1512,39.0,75,0,0,0,0,0,0,298.91,0.1197218999742952,309.34000000000003,0.1074967699780809,1544.6,172.78901714068664,37.61,9.713844644515266,62.4,9.61711437432712,0.1000000000000227,0.0,-349.0,15.7,2.0,58968.0,10.399999999999975,19.245032112888488,52.141331529076,68.73576393897136,True,False,False,False,True,False,17.104967887111535,39.105998646806995
28,H29441,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,298.95,0.1080123449740662,309.36,0.0966091783088141,1584.7,184.23297448852352,35.51,10.058434824122056,65.4,8.934328302800532,0.0,-0.1000000000000227,299.0,-14.4,2.0,44550.600000000006,10.299999999999956,26.87849009172836,30.838946648956004,41.06580914160715,False,False,True,True,False,False,9.37150990827164,23.745988919696124
29,L47208,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,298.98,0.103279555899524,309.38,0.0788810637757825,1598.0,165.75148734040255,34.480000000000004,8.265295585223274,68.6,8.52708104283708,0.0,0.0,-372.0,19.6,5.0,63603.8,10.299999999999956,21.996806550405974,49.17924007856613,49.171616215753986,False,False,True,False,True,False,14.253193449594026,40.32697686442423
30,L47209,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,298.99,0.0994428926018697,309.39,0.0737864787384804,1604.1,168.24548863028843,34.239999999999995,8.363438952435258,71.5,8.316649966583121,-0.1000000000000227,0.0,254.0,-14.1,2.0,50959.3,10.399999999999975,23.541531251033618,38.879371535883394,45.501336992898324,False,False,True,False,True,False,12.708468748966382,32.658672090142055
31,M14890,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,299.01,0.0994428926018938,309.41,0.0737864787385211,1600.5,173.97972423372937,34.79,9.127546828754774,74.3,7.97287066662109,0.1000000000000227,0.1000000000000227,-354.0,18.1,2.0,64539.8,10.399999999999975,21.991466938853016,67.04139790714576,45.79760925135023,False,True,False,False,False,True,14.358533061147007,57.65560220014535
32,L47211,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,299.03000000000003,0.0674948557721591,309.42,0.063245553204866,1635.3,175.3301964231429,32.86,8.810751008474455,76.9,8.116512661098863,-0.1000000000000227,-0.1000000000000227,459.0,-22.700000000000003,3.0,45849.0,10.399999999999975,34.26139092254469,38.01798437021413,61.859082554298624,False,False,True,False,True,False,1.9886090774553082,33.836006089490574
33,L47212,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,299.04,0.0516397779508961,309.43,0.0483045891559663,1619.1,187.93583420353303,34.62,10.007863574876186,79.5,8.045012257431468,0.0,0.0,-379.0,22.8,2.0,68537.7,10.399999999999975,24.93251387631033,65.57665561579832,36.88038454633878,False,False,True,False,True,False,11.317486123689669,59.67475661037647
34,L47213,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,299.03000000000003,0.0674948557721482,309.42,0.063245553204866,1609.8,182.52171864678968,35.3,9.555219632338256,82.0,7.958224257542237,-0.1000000000000227,-0.0999999999999659,246.0,-15.799999999999995,2.0,54112.5,10.400000000000034,19.711445355220498,39.72170295860917,54.66469690936306,False,True,False,False,True,False,16.438554644779536,36.94118375150653
35,M14894,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,299.01000000000005,0.0994428926018743,309.39,0.1197218999745316,1609.6,182.58221892250828,35.04,9.530092689300922,84.5,7.691987172809575,-0.0999999999999659,-0.1999999999999886,-106.0,2.200000000000003,2.0,54097.3,10.300000000000011,29.112724560515943,35.4161532518678,57.28238107305866,True,False,False,False,False,True,6.837275439484102,33.645345589274406
36,M14895,298.8,309.2,1452,48.6,98,0,0,0,0,0,0,298.99,0.1197218999743262,309.36,0.1264911064074048,1568.7,164.9693911002888,37.57000000000001,9.424795901120508,87.0,7.601169500660944,0.0,0.0999999999999659,-107.0,13.9,3.0,70567.2,10.399999999999975,18.895781750144888,60.97039970579878,48.57848826398181,True,False,False,False,False,True,17.154218249855123,59.75099171168281
37,M14896,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,298.97,0.1159501808733556,309.33,0.1251665557040909,1575.6,163.77301364999073,37.34,9.414079290556726,89.6,7.486283753935917,0.0999999999999659,0.0,129.0,-11.9,3.0,58022.7,10.300000000000011,26.044317975023777,46.38950279877725,58.93067826986773,False,True,False,False,False,True,10.005682024976235,46.85339782676502
38,L47217,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,298.93999999999994,0.1173787790781782,309.3,0.1414213562378272,1538.4,145.60311351982378,38.8,8.282914140969154,92.3,7.3037281195595485,-0.0999999999999659,-0.0999999999999659,-142.0,2.5,3.0,56408.8,10.300000000000011,15.201649380601122,49.6102898898985,51.4765184053745,True,False,False,False,True,False,20.748350619398924,51.59470148549444
39,H29452,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,298.92,0.1032795558993386,309.28000000000003,0.1398411797565225,1532.4,151.27987308297168,39.45,8.979513721057883,94.7,7.484057129065192,0.0999999999999659,0.0999999999999659,-60.0,11.5,2.0,69915.3,10.300000000000011,18.359069755507846,69.2807713410254,62.17129921156112,False,False,True,True,False,False,17.690930244492165,73.43761762148692
40,L47219,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,298.9,0.1054092553393766,309.25,0.143372087784505,1498.1,149.6970644705871,41.690000000000005,9.1796211492874,97.4,8.044321668799151,-0.0999999999999659,-0.0999999999999659,-29.0,1.7999999999999972,5.0,70875.0,10.300000000000011,25.984306179345616,78.4662410629071,34.77794695074146,False,False,True,False,True,False,9.96569382065443,87.09752757982689
41,L47220,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,298.87,0.0823272602353459,309.21,0.1197218999742994,1500.4,147.13576497008918,41.41,8.99993209850929,100.1,8.319321553534976,0.0,0.0,12.0,-7.100000000000001,2.0,61834.8,10.300000000000011,28.692332899977053,59.88657551312192,46.512247389931304,False,False,True,False,True,False,7.257667100022992,67.67183032982777
42,L47221,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,298.85,0.0707106781191911,309.18,0.1032795558994395,1457.4,108.17393401369834,43.940000000000005,7.453738808290925,102.7,8.525126261691279,0.0,0.0,6.0,5.399999999999999,2.0,69494.4,10.300000000000011,25.85684140594985,65.23487891322553,49.28186857148965,True,False,False,False,True,False,10.093158594050195,75.02011075020935
43,M14902,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,298.83000000000004,0.0483045891547131,309.15,0.0707106781194806,1452.3,111.34136697562124,44.02,7.509815798895026,105.3,8.525126261691282,0.0,0.0,0.0,-1.6999999999999955,2.0,67168.8,10.300000000000011,24.421758588058797,62.803107645162314,23.277926155286508,True,False,False,False,False,True,11.528241411941249,73.47963594483991
44,H29457,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,298.82,0.0421637021364202,309.14,0.0516397779505538,1423.0,84.45511628472609,45.62,6.40603881765739,108.0,8.472176684759267,0.0,0.0999999999999659,4.0,-0.6000000000000014,3.0,66542.0,10.399999999999975,23.494481522053555,63.937850727488964,39.140472664214656,True,False,False,True,False,False,12.555518477946457,76.72542087298676
45,M14904,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,298.82,0.0421637021364202,309.14000000000004,0.0516397779505538,1414.3,72.52746606171529,46.9,5.134199061197369,111.0,8.666666666666721,0.0,-0.0999999999999659,100.0,-1.0,5.0,69920.0,10.300000000000011,17.607390048162863,57.86897506248778,41.86400745641214,True,False,False,False,False,True,18.342609951837183,72.33621882810972
46,L47225,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,298.82000000000005,0.0421637021364202,309.13,0.0483045891551618,1418.0,75.54542415733096,46.95,5.154986798129442,114.0,8.856886837057678,0.0,0.0,17.0,1.6000000000000014,3.0,73109.90000000001,10.300000000000011,21.400778958026457,64.70020950391304,59.4820599482335,False,True,False,False,True,False,14.549221041973588,82.8162681650087
47,M14906,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,298.8,0.0471404520798235,309.11,0.0567646212207733,1444.2,148.53192698316843,45.86,7.955040330926463,116.9,8.875058685252057,-0.1000000000000227,-0.1000000000000227,354.0,-23.3,2.0,47549.4,10.300000000000011,22.696806145201062,35.93552382265116,42.93156653685399,True,False,False,False,False,True,13.15319385479896,46.71618096944651
48,L47227,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,298.8,0.0471404520798235,309.11,0.0567646212207733,1442.1,148.76189028107953,46.57000000000001,7.603661398738545,119.8,8.929352346801796,0.1000000000000227,0.1000000000000227,-425.0,20.5,3.0,65653.4,10.300000000000011,30.285611131094576,61.49229454763745,41.81921012694023,False,True,False,False,True,False,5.664388868905469,81.7847517483578
49,H29462,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,298.79,0.0316227766027308,309.11,0.0567646212207733,1446.7,147.29792183794623,46.89,7.85980633066461,122.7,8.65447860936761,0.0,0.0999999999999659,7.0,7.600000000000001,2.0,76807.5,10.399999999999975,26.71809144784231,72.65324491806568,58.17485780656192,False,True,False,True,False,False,9.331908552157703,98.08188063938867
50,M14909,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,298.8,0.0471404520798235,309.12,0.0632455532042776,1452.9,144.04432188276846,46.05,7.639408063165331,125.6,9.143303560530054,0.0999999999999659,0.0,-13.0,-9.799999999999995,5.0,62269.2,10.300000000000011,16.18479922318633,59.74053961332231,33.820893542099455,False,True,False,False,False,True,19.86520077681368,83.63675545865124
51,L47230,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,298.81,0.0567646212203686,309.12,0.0632455532042776,1602.8,463.8631982240741,41.97,15.18940054409287,128.6,9.46572765295947,0.0,-0.0999999999999659,1449.0,-39.5,3.0,13160.6,10.200000000000044,26.620419846973974,0.0,29.287559325564278,False,False,True,False,True,False,9.329580153026072,0.0
52,L47231,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,298.82,0.0632455532039378,309.12,0.0632455532042776,1604.3,463.04308654810944,42.38,15.506256801691372,131.6,9.430447143870484,0.0,0.0,-1478.0,50.3,2.0,75926.7,10.200000000000044,23.074588597918417,74.85536906873942,46.38407699930654,False,True,False,False,True,False,12.875411402081628,108.54028514967216
53,H29466,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,298.82,0.0632455532039378,309.11,0.073786478738043,1617.2,457.4921492951181,41.85,15.340740964286349,134.6,9.033271832509062,-0.0999999999999659,-0.1000000000000227,114.0,-11.1,2.0,65568.59999999999,10.199999999999989,21.615389998470206,53.825082429651175,35.52293231921645,True,False,False,True,False,False,14.234610001529816,79.12287117158722
54,L47233,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,298.81000000000006,0.0737864787377355,309.09000000000003,0.0737864787380511,1636.5,450.0084567106613,40.510000000000005,15.280448655426026,137.8,8.954204474869856,-0.1000000000000227,0.0,68.0,-8.699999999999996,5.0,54931.5,10.300000000000011,28.05838144420434,40.34325849307422,35.903207053403506,False,False,True,False,True,False,7.791618555795683,61.32175290947281
55,L47234,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,298.8,0.0816496580931817,309.08000000000004,0.0788810637754029,1658.4,446.42809549180976,38.77,15.386361204362489,140.7,9.043720964784928,0.0,0.0,126.0,-5.0,2.0,50899.100000000006,10.300000000000011,30.154997612479754,33.77278002521589,55.73433791687982,True,False,False,False,True,False,5.695002387520269,52.01008123883247
56,L47235,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,298.8,0.0816496580931817,309.08000000000004,0.0788810637754029,1660.7,445.51669129475073,37.93,14.983772703976936,143.5,9.009254501159797,0.1000000000000227,0.1000000000000227,-179.0,10.6,2.0,61538.4,10.300000000000011,29.656400595580994,55.30086732129216,58.75973837912579,False,True,False,False,True,False,6.2935994044190515,86.26935302121576
57,L47236,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,298.81,0.0737864787377355,309.09000000000003,0.0737864787380468,1624.1,443.90726008430585,39.59,14.398722937199052,146.3,8.692908987598333,0.0,0.0,-35.0,1.6999999999999955,2.0,62624.8,10.300000000000011,20.803912383886807,54.2396057816303,57.88864215852125,True,False,False,False,True,False,15.146087616113238,85.69857713497588
58,L47237,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,298.81,0.0737864787377355,309.09000000000003,0.0737864787380468,1633.6,440.0058585468557,38.99,14.211845606941958,149.0,8.286535263104101,0.0,0.0,36.0,-2.1000000000000014,2.0,60973.9,10.300000000000011,23.453938120743928,44.2011221375142,61.087766603072325,False,True,False,False,True,False,12.496061879256118,70.72179542002272
59,M14918,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,298.81,0.0737864787377355,309.07000000000005,0.0674948557719486,1657.2,433.86039741424247,36.55,13.441250768519357,151.7,7.587270040447191,0.0,-0.1000000000000227,148.0,-10.799999999999995,2.0,48999.5,10.199999999999989,26.65631715701782,40.9019384232199,62.41134320014802,False,True,False,False,False,True,9.193682842982202,66.26114024561625
60,L47239,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,298.8,0.0666666666671771,309.06,0.051639777950626,1653.8,436.1227655909132,37.58,14.44151423270196,154.2,7.420691791650375,0.0,0.1000000000000227,-283.0,24.9,3.0,74963.2,10.300000000000011,29.877725635611796,63.82023610840795,28.71409791173069,False,False,True,False,True,False,6.0722743643882495,105.30338957887311
61,L47240,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,298.79,0.0567646212203392,309.06000000000006,0.051639777950626,1507.0,109.04127658827277,42.38,9.336523264399151,156.6,7.2755297630711215,0.0,0.0,15.0,-1.7999999999999972,2.0,73271.8,10.300000000000011,22.60412881077355,69.36751410329602,54.50411959929467,False,True,False,False,True,False,13.345871189226497,115.84374855250434
62,M14921,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,298.78,0.0421637021363462,309.05,0.0527046276706597,1527.9,102.46457382378097,40.71,8.282303758952304,159.0,6.97614984548547,0.0,-0.1000000000000227,199.0,-14.4,2.0,60814.4,10.199999999999989,24.071705116680914,51.06194632549321,44.70391800430441,True,False,False,False,False,True,11.77829488331911,86.29468929008353
63,L47242,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,298.78000000000003,0.0421637021363462,309.05,0.0527046276706597,1561.1,138.71429470518055,38.620000000000005,9.895767894520477,161.5,6.670832032063175,0.0,0.0,237.0,-15.300000000000004,3.0,41884.1,10.199999999999989,19.46832512996986,34.323446766177575,42.52575754009564,True,False,False,False,True,False,16.381674870030164,59.036328437825425
64,M14923,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,298.80000000000007,0.0471404520798278,309.05,0.0527046276706597,1585.8,159.86438697290373,37.7,10.657704568370557,163.7,6.815831244650609,0.0999999999999659,0.0,-17.0,3.0,2.0,46930.8,10.100000000000025,19.018966879596647,42.72043437619849,55.604146322087054,False,True,False,False,False,True,16.831033120403376,74.33355581458537
65,L47244,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,298.83000000000004,0.0674948557716008,309.06000000000006,0.051639777950626,1569.0,156.36993175017912,38.55,10.31775707753924,166.0,7.055336829505552,0.1000000000000227,0.1000000000000227,-289.0,12.700000000000005,3.0,58787.8,10.100000000000025,29.062629111970992,43.56826327911349,32.697045201042485,True,False,False,False,True,False,6.887370888029054,77.11582600403088
66,L47245,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,298.85,0.0849836585603339,309.06,0.051639777950626,1557.2,165.34395127195418,38.99,10.511628481511954,168.3,7.180993431738121,0.0,0.0,-129.0,6.5,2.0,62869.4,10.100000000000025,31.781200142854114,58.614915314985026,32.4889139412768,False,True,False,False,True,False,4.168799857145931,104.9206984138232
67,M14926,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,298.86,0.0843274042716271,309.04,0.0699205898789237,1577.4,166.7900876351273,37.62,10.90329206147289,170.6,7.1987653262362485,-0.1000000000000227,-0.2000000000000454,285.0,-16.400000000000002,2.0,48187.3,10.0,24.63994939209833,36.0856864490609,56.33572744081717,False,True,False,False,False,True,11.11005060790167,65.31509247280023
68,H29481,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,298.86,0.0843274042716271,309.02,0.0788810637754965,1572.7,169.44750088318114,38.0,11.071986673081252,173.0,7.2724747430903935,-0.0999999999999659,0.0,-213.0,15.400000000000002,3.0,64650.6,10.099999999999966,30.01766448946012,59.740549996384445,54.87786017510898,True,False,False,True,False,False,5.73233551053988,109.92261199334737
