udi,product_id,type,air_temp,process_temp,rotational_speed,torque,tool_wear,failure,TWF,HDF,PWF,OSF,RNF,air_temp_rolling_mean,air_temp_rolling_std,air_temp_rolling_var,process_temp_rolling_mean,process_temp_rolling_std,process_temp_rolling_var,rotational_speed_rolling_mean,rotational_speed_rolling_std,rotational_speed_rolling_var,torque_rolling_mean,torque_rolling_std,torque_rolling_var,tool_wear_rolling_mean,tool_wear_rolling_std,tool_wear_rolling_var,ambient_humidity,factory_load,power,temp_diff,wear_stress,temp_humidity_index,load_impact_torque,ambient_humidity_rolling_mean,factory_load_rolling_mean
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,299.06000000000006,0.0547722557514866,0.0030000000001062,309.44,0.0547722557530626,0.0030000000002789,1636.8,187.78764602603653,35264.2,33.68,9.250243240045103,85.56700000000015,75.4,4.505552130427526,20.30000000000002,52.53672082538769,0.3026033628928576,63603.8,10.299999999999955,3624.4,456.23733198873464,13.375068639864308,52.4650601171043,0.3026033628928576
30,L47209,L,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,299.06000000000006,0.0547722557514866,0.0030000000001062,309.43999999999994,0.0547722557530626,0.0030000000002789,1663.2,183.70138812758057,33746.2,32.239999999999995,9.105108456245878,82.9030000000002,78.2,4.658325879540847,21.700000000000003,50.825373701338215,0.3026033628928576,50959.3,10.399999999999977,2528.4,450.96786736700125,9.108361223075015,52.56890868597471,0.3026033628928576
31,M14890,M,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,299.08000000000004,0.0447213595512184,0.0020000000001093,309.43999999999994,0.0547722557530626,0.0030000000002789,1558.8,191.3562123370966,36617.2,37.220000000000006,9.777627524098062,95.602,80.8,4.658325879540847,21.700000000000003,58.73547967209521,0.3026033628928576,64539.8,10.399999999999977,4145.2,474.77781969923683,14.585482091435738,53.06573803723542,0.3026033628928576
32,L47211,L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,299.06,0.0547722557514866,0.0030000000001062,309.42,0.0447213595529477,0.002000000000264,1616.0,215.13716554793595,46284.0,34.52,10.95613983116317,120.03700000000016,83.6,4.505552130427526,20.30000000000002,54.16214786292575,0.3026033628928576,45849.0,10.399999999999977,2269.5,460.944822110148,7.716385753767869,53.099859544036704,0.3026033628928576
33,L47212,L,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,299.04,0.0547722557514632,0.0030000000001036,309.42,0.0447213595529477,0.002000000000264,1537.6,196.96903309911437,38796.8,39.260000000000005,10.715549449281632,114.82299999999988,86.4,3.6469165057620967,13.300000000000022,54.90571566338322,0.3026033628928576,68537.7,10.399999999999977,4395.3,463.16808983351575,14.61574242772502,53.246289261796015,0.3026033628928576
34,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,299.0,0.0707106781193803,0.0050000000001026,309.4,0.0707106781204072,0.0050000000002478,1582.8,194.60267212964987,37870.2,36.92,10.644341219634024,113.30199999999996,88.6,3.6469165057620967,13.300000000000022,57.66878446338557,0.3026033628928576,54112.5,10.400000000000034,3022.5,471.2719967610594,9.834609294017872,53.77388864815872,0.3026033628928576
35,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,298.96,0.1140175425103548,0.0130000000001005,309.34000000000003,0.1516575088816895,0.0230000000001997,1556.0,184.60227517557848,34078.0,37.84,10.091977011468067,101.84799999999991,90.8,3.492849839314601,12.200000000000037,55.964445725732986,0.3026033628928576,54097.3,10.300000000000011,3296.5000000000005,466.0217638284902,10.50033669238216,54.21907281880542,0.3026033628928576
36,M14895,M,298.8,309.2,1452,48.6,98,0,0,0,0,0,0,298.9,0.100000000000469,0.0100000000000938,309.28000000000003,0.1303840481046428,0.0170000000001538,1578.6,156.11310002687154,24371.3,37.92,10.195685361955809,103.95199999999994,93.2,3.492849839314601,12.200000000000037,54.865810044701995,0.3026033628928576,70567.2,10.399999999999977,4762.8,462.73904041356957,14.70652343659288,54.57911398741881,0.3026033628928576
37,M14896,M,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,298.88,0.0836660026539625,0.0070000000000928,309.23999999999995,0.114017542510457,0.0130000000001238,1535.2,99.92096877032364,9984.199999999988,40.16,7.71284642657948,59.48799999999985,95.6,3.974921382870363,15.80000000000004,51.961094215817155,0.3026033628928576,58022.700000000004,10.300000000000011,3706.7000000000003,454.2117106110775,11.105543418167874,54.65685613259352,0.3026033628928576
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,298.84000000000003,0.0547722557513724,0.0030000000000937,309.18,0.083666002653858,0.0070000000000753,1539.2,94.35147057677472,8902.199999999988,38.34,6.246038744676497,39.01299999999995,98.2,4.438468204234434,19.700000000000045,57.323919032760536,0.3026033628928576,56408.8,10.300000000000011,4076.8,470.08387006988846,11.86205182540002,54.894949120752834,0.3026033628928576
39,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,298.84,0.0547722557513724,0.0030000000000937,309.16,0.0547722557510402,0.0030000000000573,1482.0,85.27602242131131,7271.99999999999,41.98,7.219210483148402,52.11699999999979,100.8,4.438468204234434,19.700000000000045,57.02833285676381,0.3026033628928576,69915.3,10.300000000000011,5374.200000000001,469.357686908867,15.341990498667881,55.34411032389045,0.3026033628928576
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,298.84000000000003,0.0547722557513724,0.0030000000000937,309.16,0.0547722557510402,0.0030000000000573,1440.2,89.22835872075643,7961.699999999992,45.540000000000006,7.119901684714447,50.69299999999963,104.0,4.949747468305838,24.50000000000005,56.409555173379154,0.3026033628928576,70875.0,10.300000000000011,5827.5,467.35175085805696,15.886676551875025,55.902528471094534,0.3026033628928576
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,298.84000000000003,0.0547722557513724,0.0030000000000937,309.14,0.0547722557509014,0.0030000000000421,1422.2,95.13516699938036,9050.699999999992,44.9,6.917008023705022,47.84499999999966,107.0,4.949747468305838,24.50000000000005,55.560813582690876,0.3026033628928576,61834.799999999996,10.300000000000011,5130.2,464.81571098508033,13.738192675335736,55.5850618621541,0.3026033628928576
42,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,298.82,0.0447213595510714,0.0020000000000962,309.12,0.0447213595503103,0.0020000000000281,1379.6,34.818098741889905,1212.2999999999952,47.72,5.458662839926966,29.796999999999528,109.8,4.658325879540852,21.700000000000053,54.98732009503121,0.3026033628928576,69494.4,10.300000000000011,5842.0,463.10211244395333,15.372250834957166,55.66757908536465,0.3026033628928576
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,298.82,0.0447213595510714,0.0020000000000962,309.12,0.0447213595503103,0.0020000000000281,1365.4,10.573551910308726,111.79999999999332,49.7,2.687936011143019,7.224999999999445,112.4,4.219004621945803,17.800000000000047,50.52954672190498,0.3026033628928576,67168.8,10.300000000000011,5744.7,449.78228560505215,14.857825118039308,55.22996219121683,0.3026033628928576
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,298.8,0.0,0.0,309.12,0.0447213595503103,0.0020000000000281,1364.0,8.602325267042263,73.99999999999372,49.26,2.663268668384671,7.09299999999946,115.2,3.4928498393146006,12.200000000000031,52.18602202862374,0.3026033628928576,66542.0,10.399999999999977,5820.0,454.73183382152774,14.676263100303593,54.68168594774064,0.3026033628928576
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,298.8,0.0,0.0,309.12,0.0447213595503103,0.0020000000000281,1388.4,46.8700330701824,2196.799999999991,48.26,1.9982492337042173,3.992999999999492,118.0,4.690415759823432,22.00000000000003,57.077186968910645,0.3026033628928576,69920.0,10.300000000000011,5937.5,469.346634663105,14.373659737410737,54.792960072058406,0.3026033628928576
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,298.8,0.0,0.0,309.12,0.0447213595503103,0.0020000000000281,1413.8,61.20620883537872,3746.199999999992,49.0,1.199999999999778,1.4399999999994673,121.0,5.43139024560011,29.50000000000003,52.40898449613809,0.3026033628928576,73109.90000000001,10.300000000000011,6284.8,455.3980456744606,14.857825118039308,54.54727751720202,0.3026033628928576
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,298.78000000000003,0.0447213595511413,0.0020000000001024,309.1,0.0707106781187618,0.0050000000000151,1508.8,194.91972706732375,37993.7,44.0,10.195096860746329,103.93999999999964,124.0,5.43139024560011,29.50000000000003,54.25015502484377,0.3026033628928576,47549.4,10.300000000000011,3354.0,460.7452130592083,7.807166762635727,54.77618359810468,0.3026033628928576
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,298.78,0.0447213595511413,0.0020000000001024,309.1,0.0707106781187618,0.0050000000000151,1518.8,187.0125664226872,34973.7,43.44,9.918064327276753,98.36799999999964,127.2,4.969909455915674,24.700000000000024,55.99157740048089,0.3026033628928576,65653.4,10.300000000000011,6157.9,466.10283327263693,14.010535701939306,54.64294943487672,0.3026033628928576
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,298.78000000000003,0.0447213595511413,0.0020000000001024,309.1,0.0707106781187618,0.0050000000000151,1529.4,177.89125891959955,31645.300000000003,44.52,10.85642666810768,117.8619999999996,130.2,3.9623225512317934,15.700000000000037,55.19340830206481,0.3026033628928576,76807.5,10.399999999999977,7276.5,463.71790400656965,16.310321259925026,54.45945697940682,0.3026033628928576
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,298.8,0.0707106781193633,0.0050000000001002,309.12,0.0836660026535748,0.0070000000000279,1517.4,184.62746274593064,34087.3,43.84,10.728839639028989,115.10799999999963,133.2,4.658325879540855,21.70000000000008,55.60178249170743,0.3026033628928576,62269.200000000004,10.300000000000011,6174.0,465.0937278677135,13.344808303575022,54.37867971123965,0.3026033628928576
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,298.82,0.0836660026539999,0.0070000000000991,309.12,0.0836660026535748,0.0070000000000279,1791.8,625.3652532720379,391081.7,34.94,19.852531324745463,394.1229999999999,136.2,5.263078946776318,27.70000000000012,54.80954300712019,0.3026033628928576,13160.599999999999,10.200000000000045,657.8,462.7257240482822,1.3919754693071449,54.30355265368257,0.3026033628928576
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,298.86,0.0547722557514022,0.003000000000097,309.14,0.0547722557508956,0.0030000000000415,1699.8,649.3271132487846,421625.7,40.760000000000005,20.74844572492117,430.4979999999997,139.2,5.118593556827907,26.200000000000163,53.28324297223526,0.3026033628928576,75926.7,10.200000000000045,7960.5,458.1636132440112,16.612924622817882,54.13314494140299,0.3026033628928576
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,298.86,0.0547722557514022,0.003000000000097,309.12,0.0836660026535748,0.0070000000000279,1715.6,641.6718787667105,411742.8,40.26,20.611234800467432,424.8229999999997,142.0,4.690415759823449,22.000000000000185,54.12758902384468,0.3026033628928576,65568.59999999999,10.199999999999989,6438.599999999999,460.5332360032479,13.254027294707162,54.492949171596955,0.3026033628928576
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,298.84000000000003,0.0894427191005335,0.0080000000000969,309.08000000000004,0.0836660026534236,0.0070000000000026,1743.6,628.7454174783304,395320.8,36.5,19.16494195138613,367.2949999999999,145.4,4.505552130427543,20.30000000000017,53.07080310009992,0.3026033628928576,54931.5,10.300000000000011,5335.2,457.22248885999846,10.621378037539303,54.58142727874457,0.3026033628928576
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,298.8,0.1000000000004889,0.0100000000000977,309.0400000000001,0.0547722557503416,0.0029999999999808,1799.4,603.8466692795448,364630.8,33.7,18.796143221416457,353.2949999999999,148.2,4.658325879540866,21.700000000000188,55.46772734399744,0.3026033628928576,50899.100000000006,10.300000000000011,4635.400000000001,464.38210157652037,9.108361223075015,54.420481316253245,0.3026033628928576
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,298.78,0.0836660026540054,0.0070000000001,309.04,0.0547722557503416,0.0029999999999808,1529.6,111.99017814076376,12541.8,40.92,9.417112083860944,88.68199999999977,150.8,4.658325879540866,21.700000000000188,53.750151191984095,0.3026033628928576,61538.4,10.300000000000011,6349.200000000001,459.4054517616485,12.315956869739306,54.554597985837844,0.3026033628928576
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,298.76,0.0547722557514612,0.0030000000001034,309.04,0.0547722557503416,0.0029999999999808,1548.4,86.13245613588414,7418.800000000006,38.42,5.705874166155422,32.55699999999984,153.4,4.219004621945817,17.80000000000016,53.47835539825351,0.3026033628928576,62624.799999999996,10.300000000000011,6699.2,458.59332592998146,12.830382586657162,54.47741802317883,0.3026033628928576
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,298.76000000000005,0.0547722557514612,0.0030000000001034,309.06,0.0547722557504454,0.0029999999999922,1551.6,84.01666501355552,7058.800000000004,37.72,5.058853625081463,25.59199999999986,156.0,3.162277660168403,10.00000000000015,61.577351173882136,0.3026033628928576,60973.899999999994,10.300000000000011,6448.0,482.7931253075599,12.19491552458216,55.03599540051895,0.3026033628928576
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,298.78000000000003,0.0447213595511135,0.0020000000000999,309.06000000000006,0.0547722557504454,0.0029999999999922,1570.8,97.69953940526028,9545.200000000004,36.6,6.260990336999401,39.19999999999988,158.0,3.162277660168403,10.00000000000015,56.93603573320465,0.3026033628928576,48999.5,10.199999999999989,4779.0,468.9248747708155,8.9267992053393,55.21025814363293,0.3026033628928576
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,298.8,0.0,0.0,309.08000000000004,0.0447213595500418,0.0020000000000041,1508.2,101.62529212750142,10327.700000000004,41.46,8.850028248542474,78.32299999999978,160.2,3.49284983931462,12.200000000000166,55.12782910334992,0.3026033628928576,74963.2,10.300000000000011,8976.0,463.5219533608095,16.461622941371452,55.16286280479718,0.3026033628928576
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,298.8,0.0,0.0,309.08000000000004,0.0447213595500418,0.0020000000000041,1484.4,113.72686577937512,12933.800000000008,43.84,10.105592511080175,102.12299999999976,162.4,3.6469165057621176,13.300000000000171,57.72323577566356,0.3026033628928576,73271.8,10.300000000000011,8784.2,471.27702849768275,15.91693688816431,55.45423208165151,0.3026033628928576
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,298.8,0.0,0.0,309.06000000000006,0.0547722557504454,0.0029999999999922,1507.4,123.09874085464888,15153.300000000005,43.0,10.42473021233642,108.67499999999976,164.6,3.6469165057621176,13.300000000000171,54.937659853679136,0.3026033628928576,60814.4,10.199999999999989,6455.8,462.95372764279324,11.559448462507161,55.61967376979591,0.3026033628928576
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,298.8,0.0,0.0,309.04,0.0547722557503416,0.0029999999999808,1570.6,189.7611656793877,36009.30000000001,39.52,13.882254860072257,192.71699999999973,167.0,3.807886552931978,14.50000000000018,56.08323323105373,0.3026033628928576,41884.1,10.199999999999989,3938.7999999999997,466.3767008943886,6.929617010246439,55.81523819051681,0.3026033628928576
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,298.82,0.0447213595509578,0.002000000000086,309.04,0.0547722557503416,0.0029999999999808,1600.8,217.70323837738383,47394.70000000001,38.8,14.606334242375794,213.3449999999997,169.4,3.6469165057621176,13.300000000000171,62.93769927856533,0.3026033628928576,46930.799999999996,10.100000000000023,4506.599999999999,487.0207831436318,7.837427098925011,56.801927808363345,0.3026033628928576
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,298.86,0.0894427191003742,0.0080000000000684,309.04,0.0547722557503416,0.0029999999999808,1629.8,188.2729401693191,35446.70000000001,35.64,11.833553988553044,140.03299999999965,171.8,3.962322551231809,15.700000000000149,57.44973632094409,0.3026033628928576,58787.8,10.100000000000023,6832.2,470.7747115996228,11.680489807664305,57.000128706058014,0.3026033628928576
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,298.9,0.1000000000002494,0.0100000000000498,309.04,0.0547722557503416,0.0029999999999808,1630.0,187.95877207515483,35328.500000000015,34.14,9.363920119266268,87.68299999999961,174.2,3.962322551231809,15.700000000000149,57.292427649065154,0.3026033628928576,62869.4,10.100000000000023,8072.900000000001,470.30435867070486,13.647411666467878,57.35435635176613,0.3026033628928576
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,298.92,0.0836660026536513,0.0070000000000407,309.02,0.08366600265323,0.0069999999999702,1647.4,187.588112629772,35189.30000000001,32.239999999999995,9.29774166128526,86.44799999999958,176.6,3.6469165057621176,13.300000000000171,55.20834792446663,0.3026033628928576,48187.299999999996,10.0,5194.7,463.91775194623074,8.684716515025013,57.52735560438744,0.3026033628928576
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,298.92,0.0836660026536513,0.0070000000000407,309.0,0.0999999999997993,0.0099999999999598,1574.8,169.06418899341165,28582.70000000001,36.48,8.793861495384132,77.33199999999962,179.0,3.807886552931978,14.50000000000018,57.37851133523806,0.3026033628928576,64650.6,10.099999999999966,8114.400000000001,470.2469918696913,13.344808303575022,57.10747162052303,0.3026033628928576
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,298.9,0.1000000000002494,0.0100000000000498,308.98,0.1095445115008048,0.0119999999999499,1517.8,105.008094926058,11026.700000000008,37.78,7.169170105388742,51.39699999999963,182.0,4.690415759823449,22.00000000000018,52.690361989713544,0.3026033628928576,49474.799999999996,10.099999999999966,6123.599999999999,456.23880162526405,9.804348957728585,56.68290424617392,0.3026033628928576
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,298.88,0.0836660026537634,0.0070000000000595,308.96000000000004,0.0894427190996437,0.0079999999999377,1495.2,115.26794871081904,13286.700000000008,43.2,14.470314440260088,209.38999999999965,184.8,5.118593556827906,26.20000000000016,60.10364664004146,0.3026033628928576,92637.0,10.100000000000023,12548.7,478.5497998070839,19.881040942060746,57.180485999843064,0.3026033628928576
71,M14930,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,298.86,0.054772255751133,0.0030000000000675,308.93999999999994,0.0547722557498221,0.0029999999999239,1601.2,206.5156168428916,42648.7,38.7,17.007792331751926,289.26499999999965,187.6,4.979959839195508,24.800000000000143,54.6441130905698,0.3026033628928576,43482.4,10.100000000000023,4361.8,462.2312540277131,6.838836001378582,56.872573731333695,0.3026033628928576
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,298.86,0.054772255751133,0.0030000000000675,308.98,0.0836660026531243,0.0069999999999526,1555.8,210.05761114513325,44124.2,42.06,16.177546167450725,261.7129999999996,190.6,4.505552130427542,20.300000000000168,56.756369309697796,0.3026033628928576,66066.0,10.200000000000045,8918.0,468.54478786668665,13.768453011625022,57.05444467693555,0.3026033628928576
73,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,298.88,0.0447213595506798,0.0020000000000611,309.02,0.0836660026532822,0.006999999999979,1536.4,224.4132349038265,50361.30000000001,42.12,16.18755694970676,262.03699999999964,193.4,3.646916505762117,13.300000000000171,57.93549600183362,0.3026033628928576,60783.6,10.200000000000045,8791.199999999999,472.0691975494807,13.435589312442877,57.23967095401356,0.3026033628928576
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,298.92,0.0447213595505527,0.0020000000000498,309.06,0.0547722557505252,0.0030000000000009,1549.4,225.61205641543185,50900.8,42.64,15.835182348176469,250.7529999999996,195.6,3.646916505762117,13.300000000000171,59.01162510146464,0.3026033628928576,55720.0,10.100000000000023,7000.0,475.4447590533793,10.591117701250017,56.84706353630348,0.3026033628928576
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,298.92,0.0447213595505527,0.0020000000000498,309.06000000000006,0.0547722557505252,0.0030000000000009,1587.6,211.85915132464777,44884.3,35.96,9.42141178380393,88.76299999999955,197.8,3.49284983931462,12.200000000000164,58.80427449373085,0.3026033628928576,51712.299999999996,10.100000000000023,6524.599999999999,474.6659764617615,9.774088621439299,56.982517353582146,0.3026033628928576
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,298.9,0.0707106781190533,0.0050000000000563,309.0400000000001,0.0894427190999329,0.0079999999999895,1478.6,112.34010859884368,12620.29999999999,40.78,6.628499075959774,43.93699999999958,200.0,3.1622776601684026,10.000000000000147,61.099428696382965,0.3026033628928576,64399.3,10.099999999999966,9526.800000000001,481.3650929447923,14.131577047096451,57.36321745831394,0.3026033628928576
